017.jpg,8.703024,1.9066973,1.168316,0.89326596,0.7888129,0.7832278,0.6477589,0.60191035,0.5618758,0.5118697,0.50655085,0.4651608,0.4375335,0.42324725,0.4189403,0.40017867,
015.jpg,8.712073,2.1157997,1.632724,1.1529186,0.96651566,0.8019499,0.78000927,0.66770613,0.6249614,0.6030363,0.5956,0.5185729,0.52037007,0.50826794,0.47951365,0.48333138,
001.jpg,8.282054,2.4617174,1.669237,1.3321974,1.1569,1.063014,0.9417556,0.867104,0.81709725,0.77384424,0.77311116,0.72916895,0.7296205,0.704812,0.7070049,0.6306208,
011.jpg,8.358814,2.5557046,1.5597531,1.2336282,1.0090718,0.9678618,0.8582765,0.82351106,0.7956509,0.7224336,0.6835183,0.6641665,0.63859457,0.62626076,0.6008647,0.58262473,
016.jpg,8.264519,2.1298325,1.8940473,1.3752528,1.106804,1.0022453,0.91840833,0.8471733,0.7922042,0.74142724,0.7081799,0.7036386,0.66058487,0.63520193,0.6296865,0.6174446,
009.jpg,8.445705,2.0075717,1.227141,0.9352115,0.822601,0.76705194,0.6863325,0.689528,0.63865376,0.6001973,0.6118352,0.61240196,0.5749367,0.5459759,0.5362955,0.5357025,
019.jpg,9.045981,3.1125405,2.1513822,1.8075088,1.6494963,1.5185709,1.3886801,1.316789,1.280662,1.2648838,1.1741058,1.1631516,1.1403048,1.1403129,1.1109163,1.0705681,
021.jpg,8.511985,2.536247,1.647154,1.3554221,1.2148509,1.1183966,1.0512298,0.9824116,0.9190209,0.90243167,0.8702355,0.81997204,0.86475873,0.75926715,0.77101904,0.78248245,
013.jpg,9.000007,2.5288439,1.6566558,1.3699919,1.2234064,1.0994096,1.0236014,0.9992549,0.93561924,0.8785864,0.8686481,0.8317776,0.82372785,0.87257874,0.7855369,0.7722255,
012.jpg,7.9153633,2.1699064,1.4592911,0.97704905,0.8613234,0.7326005,0.7375125,0.6382959,0.58979595,0.5734601,0.5379419,0.53652817,0.51109767,0.47489098,0.48089567,0.4601786,
014.jpg,8.721858,2.2540634,1.6543365,1.1360598,0.9141375,0.7501788,0.6652954,0.60966516,0.6165546,0.5684819,0.5278216,0.52998066,0.50226337,0.5000057,0.49422032,0.44798818,
005.jpg,8.75221,1.8611801,1.22308,0.8165965,0.6689062,0.57950747,0.539634,0.50587565,0.4856924,0.46999976,0.44095057,0.42270225,0.44191107,0.41106343,0.39508733,0.38232446,
003.jpg,8.909758,3.3254063,2.6305,1.9777794,1.6519765,1.5301977,1.4206556,1.2739698,1.2656133,1.1986732,1.1858398,1.1302923,1.1394328,1.1224397,1.0657624,1.0554233,
004.jpg,8.358298,2.0406797,1.3910414,1.0633005,0.91201615,0.80676246,0.75404596,0.69779855,0.6018793,0.5804151,0.55894566,0.56552756,0.5028953,0.5059005,0.5022406,0.48385403,
006.jpg,8.863305,1.8141836,1.2229044,1.0032053,0.81836396,0.73199934,0.6466558,0.59652436,0.5927341,0.5362648,0.55383325,0.5207252,0.4894215,0.47484422,0.4904913,0.4922208,
024.jpg,8.438219,1.839695,1.1914068,0.9866429,0.8297106,0.6952995,0.62232846,0.58660877,0.5501527,0.54606545,0.49520952,0.49785957,0.47384563,0.45443514,0.4478516,0.42814302,
007.jpg,8.669666,1.9972876,1.2911036,0.8184522,0.6888561,0.5988068,0.51707906,0.49250382,0.44170895,0.42402765,0.4130276,0.38656637,0.38021964,0.3598186,0.34971517,0.3278073,
010.jpg,8.583488,2.3585536,1.5094726,1.1821933,0.9793826,0.8799592,0.7939523,0.77745795,0.7624155,0.6840511,0.6444556,0.6224015,0.60727,0.5767159,0.5609642,0.54066634,
020.jpg,9.263098,2.9765015,2.1884391,1.7934271,1.6195943,1.409403,1.2962248,1.2048749,1.1692064,1.1423606,1.0975173,1.0324826,1.0367478,0.9941719,0.9695315,0.9807818,
023.jpg,8.669155,2.6680715,1.8132249,1.4738983,1.304555,1.2194377,1.1306978,1.0525479,1.0245303,0.9733983,0.9503994,0.9099609,0.8762939,0.87152505,0.839531,0.80408484,
002.jpg,8.40793,2.6249216,1.8885106,1.3668373,1.2252346,1.0969781,0.98366857,0.92630833,0.89913756,0.7772578,0.8093687,0.77222955,0.75070655,0.7038486,0.6840275,0.7197663,
022.jpg,8.588869,2.8820133,1.9966274,1.6262838,1.487251,1.360363,1.2728392,1.1373321,1.0999254,1.0781773,1.0407594,0.98691416,0.9597241,0.90741533,0.9272447,0.92898905,
018.jpg,8.678208,2.1871972,1.5311041,1.2059364,1.0038797,0.9320299,0.81657755,0.8586267,0.6819808,0.6939316,0.63687533,0.61040974,0.60650206,0.5818821,0.5828332,0.5544754,
008.jpg,8.888981,2.177865,1.7962142,1.3583828,1.1888385,1.1260566,0.94238055,0.9218664,0.81729144,0.759157,0.7178066,0.69760174,0.6642468,0.6299179,0.64120865,0.6463348,
